feature_a,feature_b,region,target
-0.3922883318669356,-0.3383093041669525,west,0
0.22757580070206257,-0.038959626361131545,north,1
-1.6158261586823717,1.2324993246268356,north,0
-1.2354581464367866,1.0950714464789963,north,0
-1.7040770041170938,-0.41731182913013487,east,0
0.28697587878613073,0.06914458727381313,east,1
-0.5615144689797945,0.2545087998091163,west,1
0.9286482876454955,-0.12289066149392434,east,0
0.11379425356523251,-0.08211074196462763,north,0
0.5720172533764897,-0.9231190193770936,east,1
-0.08367584391494008,0.5842838306753202,north,0
0.7519237952456632,-1.025925409448804,west,1
-0.10331715721652544,-0.9446524199043005,west,1
-0.9822015508199493,1.2855982541642956,west,0
1.1827683822490698,1.841137467508027,west,0
0.9800081476549486,1.8604995331973844,east,0
2.2666932138811453,0.3696952948661359,north,1
-0.14220093149203353,-0.5179529250903714,east,1
-0.5799002829800761,0.7576761265691543,east,0
-1.4470425027291827,1.5643556597096155,east,0
-3.859277514716476,0.13373735961503957,north,0
-1.308398340087321,-0.38578683935887204,north,0
0.48681855045100436,-1.6468723347681415,east,1
-0.8855311413697625,-1.6673224859805875,east,0
-2.5948239990829336,1.730100821469481,west,0
0.6082597078488055,-1.4496460890163916,west,1
-0.5916575081322901,-0.6526075091639889,south,1
-0.36100409352785295,-0.2853468689004745,north,1
-0.43143950165476136,0.25652288775725063,south,0
-0.13469839560367824,-1.2813078032029253,east,1
0.47444407695595,0.5781162830596163,east,1
-1.7345166510884678,0.5850683151943037,south,0
-0.22711744271967574,0.0794260178102777,north,1
-0.5085891107173511,-0.6128587947985612,south,0
1.1367247203334006,-0.3635603096462718,east,1
-1.0352973533071197,-1.918597261337235,east,0
1.6374114454309625,0.6283896423291538,west,1
0.6080331975223119,-0.5201870127753379,north,1
1.6246433863782133,-1.3649257096743264,south,1
-0.7044853751017233,-0.03841585318158564,west,1
0.8059521152228815,0.49207612335834056,north,0
0.3631040001715692,0.35225799510533445,north,1
-1.497670353579111,0.6164907652678919,east,0
-0.26091789722820546,1.1578606461363752,west,1
-0.4526963321434531,-0.5324249494756301,south,1
-0.9661537662976033,0.17826716216959418,east,1
-0.7681495562031,0.24272105645334116,east,0
-1.4398268099452578,-1.465654038257072,south,0
-0.4671738791781496,1.0709448505413117,south,0
0.3341363029795037,-0.3445902161414467,east,0
-0.7788386330876441,0.22703240139228834,west,0
-1.5631519863854781,0.27741969180344295,east,0
1.0453300853245673,-0.8351902140357224,north,1
-0.37081461226831575,0.7946356730459062,south,0
0.027424727629300243,0.9468683307119643,west,1
-0.23394341341574568,0.14567473367923625,west,0
-0.5401185262342673,-2.9114946192595923,north,1
0.6017587397889111,1.3329294835233312,north,0
-0.5299062148166881,-0.17309669088168653,south,1
0.028727294300772213,-0.6708753179972297,north,1
-1.4449418453788945,-0.6093140073231182,north,0
-1.6387657921658814,-1.106786685719267,north,0
-0.38955695537009144,-0.3945151322226034,west,0
1.9106715035731066,0.5884045584693253,south,1
0.1812625943452766,-1.1306200493132903,west,1
1.9336300601288359,0.18222909457308392,south,1
0.4521845499496128,-0.621371781269219,north,1
0.4534593078626402,-0.2855627454653144,north,1
-0.5833236968021522,-0.39662456337148055,east,1
-0.022417566518173702,0.27789147144878357,east,1
1.7912857198271908,0.9811198281843142,north,1
1.1851895804822443,-0.03923555091974866,east,1
-0.6261892903522636,0.8676729342740999,south,1
-0.46981695997984013,1.4553311754124034,east,0
1.337241742949975,-1.4719917997375735,south,1
-0.5147852634626356,0.7554655604793512,north,1
0.9197404973376132,-0.32486350073962167,north,1
-0.9095622374384135,-0.21025939578572844,east,0
0.6280165940626083,0.9468619278266307,south,0
1.5262020846668078,-0.25666967115537564,east,1
0.835006130784672,-0.6499867092805569,east,1
0.24344399384005985,1.2402544554855572,east,0
0.14039998297355255,1.0293470088736254,south,0
-0.08455620551134427,0.39914093772794573,north,1
-0.023061339558410495,2.8058132447005892,north,0
1.1788224355661225,-0.9923564044729469,west,1
1.15390491426208,-1.6288311697665596,west,1
0.40781216959604366,-0.21961920196642992,south,1
-1.2592136077645948,-1.1381818145785425,west,0
-0.520658641532731,0.3660676212965525,west,0
0.29740088482682187,-0.5910554823274745,north,0
0.05149551908664256,-0.599929286653096,south,1
-1.3529665793595937,0.006731384154563516,south,0
0.6640093321096796,-0.8408990863393092,north,1
2.5988309831504903,-1.917286713594992,north,1
-1.2265409197470718,-0.7267630642482367,east,0
0.06377375209811639,0.7000660753285551,north,0
1.61978856621042,0.23404650578689823,north,1
-0.41734810360675173,0.9294315908025058,east,1
-0.40774174906919597,1.6780089094257082,east,0
0.16957523098743163,0.8752078085436523,north,0
0.5669816138670667,-0.058797541559448115,south,0
-0.4111957110197731,-0.7495385471686026,south,1
0.9798143542823354,0.46135795266939517,east,0
-1.9049970217947472,1.6014427528698232,north,0
0.655421857244873,1.4188722473912643,north,0
0.36877126586848974,0.9328629236902818,north,0
-0.15890898812285262,-0.8006201469176935,east,0
0.38736743152539377,0.5810420307493823,east,1
0.04787779318377918,0.7062654297961499,north,1
1.329818670087016,1.223223107041293,west,0
-0.4617116581712759,-1.2633093172353846,east,1
-0.04141893043933976,-0.6939934116076121,west,0
-1.387654881387399,0.13807909570420004,north,1
-1.1247761756336008,0.12484216392454832,south,0
-0.24098292687567094,-0.6069092765812635,south,1
-1.5560283497926257,0.4997208257260341,west,0
-0.8472880919393981,-0.2927541489449597,east,0
-1.3260211766736796,1.1051142347629395,west,0
-0.493601948194795,-0.4851699780914362,north,0
0.11743839429605914,0.19844459511866253,east,1
0.9435369892862817,-2.0906994486125945,south,1
-1.9406078816289432,0.2031612052744749,south,0
-0.20033897046056426,-0.662191797819848,north,0
0.8657073055485704,0.7080321206282764,north,1
1.3801302841729033,-0.17094871473373702,east,1
1.4060709502619853,1.226693549998587,east,0
-1.4343265844965274,-0.529468538289035,west,0
-0.5131397260884635,-1.4316061840807277,west,1
0.5641874893843708,0.2394268642869366,north,1
0.9387234898768438,0.5795039549335359,east,1
0.2820188282897474,-0.7422054675024669,east,1
0.26558640328963834,-1.2922992645986542,east,1
0.24109857143139354,0.7551930882205851,north,0
-0.767360786337068,1.050581245866634,east,0
0.16129042571022478,0.7304855056610187,west,0
0.812236820154686,0.09088828726391032,north,0
-0.33907038376846577,0.0012510552822948323,west,1
1.1728353212200668,1.62978654447218,south,0
-2.8421345556851825,0.8015752609485829,north,0
-0.32651169373316946,-0.9025446372968787,east,1
1.700220235506148,-1.0707812369506258,north,1
0.8735536573431392,0.6260390559739241,north,1
1.4441728528739437,0.7324926339335227,west,0
0.14612519800614662,-0.6077111829802501,south,0
-1.1817241461859231,-0.7525943498335237,west,1
-0.5104510153909563,0.9662163974674023,south,0
1.52219718663443,-0.31027585418496095,west,1
-1.8365815440219238,0.8371483380315172,south,0
-0.9536317245125848,-1.097266419876259,east,1
-1.7139344118290056,-0.9802282874682008,west,0
-0.5336349645185658,-1.7000600308796243,south,0
-0.4212379900574514,-0.02699499480402971,east,0
0.5799363404994193,-0.3967001864849173,north,0
-0.823915421428668,-1.669042426724841,north,1
1.7135000303244519,0.1587799886973623,east,1
0.6477273898405688,-0.5231709873577696,south,0
-0.47090516987550435,-0.2176149197081831,east,1
-0.9910645338301242,1.397121848646859,west,0
-1.4978566295734526,0.9693170517899208,west,1
0.12336137414890104,0.4947219527496488,west,1
1.983714638212815,-0.3268887450232853,west,1
-0.16046464512974998,-1.1829593412708606,north,1
-1.0261433361766163,-0.6518041514510096,west,1
-0.05588164653826363,-0.3717904195397754,south,0
-0.5139143393319071,1.2549564494255732,east,0
-0.901469713862993,-0.920362623187538,north,1
-1.893521073060943,-0.541000063342038,west,0
-0.053416097268674,-0.008453300836832583,east,0
1.4888947585205548,0.3904193981964983,west,0
1.2314825317133544,1.0798059128397337,east,1
0.9875729460028575,1.3245890570392842,north,0
0.21489765417894124,-0.1478435097945767,south,1
0.47746618437907484,1.921690385981471,north,0
1.0171842958596853,0.6709038062725345,south,1
-0.047759930102910526,-0.7827560615183228,west,1
0.2893196184637676,-0.9739353207194392,west,0
-0.3914239053578755,-0.4172091409061384,east,0
1.140783208584205,-0.25160077017980537,west,0
-0.9182083587191213,0.7862079124482242,south,0
0.6901000340614477,-0.8154555337854502,south,0
0.8650198290418158,-0.5698144659771811,south,0
0.8460553055003698,-0.8488834315940028,east,1
0.7213915093385939,0.2645783332290238,north,1
-0.4541162569906305,-1.4512047054396702,east,1
-0.5537050377425773,0.5469889839077605,north,1
-0.40141320828001226,-0.791116044309921,north,1
-0.3641275684342096,-0.21879202556888716,west,1
-1.1150614694493721,0.4285134221720177,west,0
-0.4344430888960559,0.29454676487041226,north,1
-0.6253801681907678,2.7727696365574084,north,0
-0.9368719848731346,-0.9097311747993936,south,0
0.3756749135768645,-2.0825614454486185,south,1
-0.744254517322277,-1.310517310530546,west,0
0.2624993733399629,0.8228649757346171,north,1
1.48677631252472,-1.0701340613655121,north,1
1.7028700586993812,1.0204728511595467,east,0
0.03404252264278468,-0.22047232514340662,north,1
1.0381714995744853,0.7376318407059982,north,1
0.2666570820287929,-1.5292674740312535,north,1
2.4109596090001237,1.034396602867065,east,0
1.6655972856414405,1.1504166295700937,north,1
1.1367963412352344,-0.93286013954058,south,1
-0.13834614130453993,1.3132929111131748,north,1
-0.23239173752978795,2.624093671271121,south,0
0.5663440245740382,-0.004135966048570642,south,1
-0.013940134104685085,-0.9372209099945015,east,0
-0.2286840592004568,-0.598829367754243,east,1
0.7156772374312473,-0.2897678316220281,south,1
-1.2335605384426214,1.0054833118715318,east,0
-1.9892985863636607,1.823472544467632,east,0
-1.0032833436493345,-0.4171739596086714,west,0
-1.1447900189737565,-0.22682803233960747,west,0
-0.06800987354659407,-1.3859578922969942,east,0
-0.8592685641415428,-0.5233338488864525,north,1
-0.18273095943168408,0.4689403292233161,south,0
-2.01759274191572,-2.0052843312042534,east,1
1.489928322201855,0.686361240060903,north,1
0.4106974578461337,0.8921758810329524,east,1
-0.8554072499021402,1.2033289314019604,west,1
0.32953840860265093,-0.5711106994030252,east,1
1.248591231184819,-1.5662008100863847,east,1
0.8575121266794775,-0.27948737831500303,east,0
-0.07836388230610881,-1.0345554769262562,west,0
0.6296101058342439,-1.7601386559716619,west,0
0.901539067592392,-0.7605009678707935,east,1
-1.2027824036812047,-1.3914966829627575,west,0
-1.4354318442447123,1.9210197829883842,west,0
-0.5858865853099267,0.7446890049878888,south,1
1.0009539605743045,0.8771436547631646,south,1
1.4963227011742488,-1.1091452748537465,south,1
0.14631363979616674,1.368516193016706,south,1
1.5255658786331128,-0.37569224459118306,west,1
1.016129281776467,0.8487787806965048,east,1
-0.059700986218757565,-1.019092098782545,south,1
-0.7373328349120187,0.6221648235433628,south,0
-0.6347468957174698,-1.673881236348119,west,1
0.09383003523679159,-0.17430733151117742,west,0
1.4256720488464023,-0.2436652892419362,west,1
0.8571510352635652,-1.365821049278069,west,1
-1.3003236775472613,0.025402776725066335,south,1
-1.2231372636159012,-0.5693309091497338,south,1
0.8309051921212542,-0.3962865296188765,east,1
0.21027028626919175,0.7347125666937374,west,0
-0.9396619893465503,1.291582400034169,east,0
0.6950614168575278,-0.19941350634585733,west,1
1.3884080538511916,1.280332650078266,north,0
0.8171475302908839,0.998803591448924,south,0
0.12215804726956613,0.7428821456001476,west,1
1.3605958857826965,1.5842301605661735,south,1
-0.3735580691036685,-1.5021615384671134,west,0
-0.5804498795997574,1.3277346237143814,east,0
-0.9129789298634137,0.3766833579274061,west,0
1.9217032637244162,-0.3896592697267713,south,0
2.1532999663605445,-0.1667090763997526,south,1
-0.024281463734012982,1.0168512597473056,south,1
0.6140634482474299,1.2004227030771066,south,0
0.47401865862733406,0.7184134848273589,north,1
0.9607584696141868,-1.1536706785020825,east,0
1.2197283900354003,-1.454962221111557,south,1
0.705481979187263,0.04982520721036547,west,1
-0.07205161473307659,0.6409979587402515,west,0
-0.5003237058261072,-0.6808535466279454,north,1
-1.0049263685016512,0.8879896494075356,south,0
-2.6094582134903725,0.6180847375866909,north,0
-0.07576550886977991,0.493002452255505,west,0
-0.817176625060308,-0.7488386513580241,south,1
0.05142107609694558,1.253019135967894,south,0
-0.0847632381316415,0.9798921340856799,north,1
-1.012488428139888,1.3663952241979147,south,0
-0.48338356105366587,0.3931637177099155,east,0
0.43655552728884944,-1.2456696295480638,east,1
0.18971776597643028,0.39557178225192124,east,1
-0.8664518380813803,0.8807523603104813,south,0
-0.7378674254288081,-0.12266131212771957,north,0
0.5928539404329747,-1.1239578575352644,east,0
0.2585746116795385,0.5728254565977435,north,0
0.32925735550295243,0.6560747978290971,west,1
-0.144748560010324,-1.234647812827428,north,1
0.7629107587422029,-0.7099828833327797,north,1
0.11412035721971718,-1.4313474654001381,south,1
2.557112209761941,0.33632506737766144,north,1
-0.454526610983739,0.18755843887642307,north,1
-0.6871369880154431,1.74112558241004,east,0
1.6766412459746578,-0.9056246561118265,west,1
-0.05408543460530651,1.332700409994744,east,0
-0.7640969066116208,-0.21326582558697313,west,1
0.45277685963891395,0.2731374130446113,north,1
-2.3062521239791374,-1.2279609400576754,east,0
0.4649412005017543,0.02745634208899877,south,1
0.03599127651611266,-0.5256289459574373,south,1
0.2849421342796853,-0.10867234312869549,north,1
-0.7903070223846702,0.1852686886475968,west,0
1.3343582938702274,0.4858737025992133,north,1
0.33078820660006625,0.8332617556486803,east,1
-0.004089997857936735,-0.01901500418432362,west,1
0.37822772435906477,-0.8876161781862593,south,0
-0.8227179138399797,1.0252141667088392,east,1
-0.11454635400374913,0.08445314052507572,south,0
-1.4914438634192537,-0.5998807000093361,east,1
-1.0933658157048933,1.3708963922190966,south,0
0.3066609749994623,0.2926646941519549,south,1
0.12954327783472816,0.7268860001099108,east,0
0.7543774163599632,-1.6833578874884314,south,0
-0.6539197113735622,-0.6154655920770766,south,1
-0.10211207577058908,2.0145754830437275,north,0
-0.6794628696491911,0.5064280391692965,south,0
0.26395801331764274,0.48757330288958706,south,0
0.7900763964031752,-0.7003826725856866,south,0
1.075993048013171,-0.13177736333659115,south,0
0.5764504671662501,0.37353626837033593,west,1
-0.7898589394360896,-0.07055231986129175,east,0
0.21316320919385914,-0.10935651299091159,south,1
-1.0364885010666045,-1.7477364004600726,east,1
-1.9214488639194578,-0.7937045727505502,north,1
0.17315780312533796,-0.4497174785747778,south,0
0.08208643329512258,0.5612155306214774,north,0
0.7411002135780272,0.5131442279379855,west,0
0.8213272660461594,-0.016888872179746224,north,1
-1.2388105107914116,-0.7268568539469007,west,0
-0.9146661842117264,-0.7277840796309549,north,0
-0.01304258968200663,0.23913126227050152,east,0
0.0636571576750391,-1.3565813162576563,east,0
0.39916838642744834,-0.2299559180867582,east,1
-1.3178111882476198,-0.32323918880682784,west,0
-0.26341896603411485,-0.26601106425856696,west,0
0.6289007047356723,1.6385977357040302,west,0
1.8828318305090208,-0.15842331624971137,north,1
-1.2688267061761878,0.843079018354046,west,0
1.605264421945028,1.5733319897537008,west,0
-0.3019381696531152,0.4969838779744485,north,0
-1.4603236761927478,-0.013954087511212073,east,0
1.3134790017289018,-1.2648763176691153,east,0
-1.0860508363919765,1.5974521381906124,north,0
-1.187252811442023,-1.122349968451115,west,1
0.6983133467975097,-2.0527278493521295,west,1
1.0149434288257406,1.040544876996442,north,1
0.04542681511723151,-1.4820838073169327,north,1
-0.7440102448727568,-1.2184689249078464,north,1
-1.5148690288413447,-0.7392051504287463,west,0
0.08267143613979593,-1.2139778708652353,south,1
-2.3637042226219442,-2.2058882545698024,south,0
-1.482310835296758,0.15221102297700553,south,0
1.0308399930068024,0.44060174164202154,west,1
0.5897674349683752,0.7101985944997663,west,0
1.189474706490783,-0.0755428320560451,west,0
0.37670143252552796,-0.4461118686537844,east,0
-1.1753494116182133,-0.5780855290286251,north,0
0.43693093305720426,1.161352085945062,east,0
-1.8453704739528716,0.7869667745152893,north,0
