application_id,customer_id,application_date,annual_income,debt_ratio,late_payments,collection_status,defaulted
APP-000040,CUS-00013,2022-02-10,42180.31,0.2308,4,current,0
APP-000041,CUS-00013,2022-02-11,41303.47,0.2752,1,current,0
APP-000042,CUS-00014,2022-02-12,23126.28,0.5613,2,current,0
APP-000043,CUS-00014,2022-02-13,41533.81,0.6519,0,current,0
APP-000044,CUS-00014,2022-02-14,73974.12,0.2937,1,current,0
APP-000045,CUS-00015,2022-02-15,20005.95,0.5495,1,current,0
APP-000046,CUS-00015,2022-02-16,59084.4,0.3545,1,current,0
APP-000047,CUS-00015,2022-02-17,42349.39,0.4136,0,sent_to_collections,1
APP-000048,CUS-00016,2022-02-18,30071.66,0.3607,0,sent_to_collections,1
APP-000049,CUS-00016,2022-02-19,98734.28,0.2383,1,current,0
APP-000050,CUS-00016,2022-02-20,56557.71,0.405,2,current,0
APP-000051,CUS-00017,2022-02-21,23395.99,0.3037,4,sent_to_collections,1
APP-000052,CUS-00017,2022-02-22,41503.47,0.6169,1,current,0
APP-000053,CUS-00017,2022-02-23,52026.6,0.4846,4,current,0
APP-000054,CUS-00018,2022-02-24,36866.11,0.6129,1,sent_to_collections,1
APP-000055,CUS-00018,2022-02-25,54573.82,0.3123,1,current,0
APP-000056,CUS-00018,2022-02-26,38951.29,0.4314,5,current,0
APP-000057,CUS-00019,2022-02-27,54190.53,0.7386,1,current,0
APP-000058,CUS-00019,2022-02-28,76675.32,0.5286,1,current,0
APP-000059,CUS-00019,2022-03-01,29612.5,0.2254,2,sent_to_collections,1
APP-000060,CUS-00020,2022-03-02,43976.57,0.1134,2,current,0
APP-000061,CUS-00020,2022-03-03,32581.88,0.0592,2,sent_to_collections,1
APP-000062,CUS-00020,2022-03-04,42500.49,0.26,2,current,0
APP-000063,CUS-00021,2022-03-05,23523.67,0.0865,2,current,0
APP-000064,CUS-00021,2022-03-06,30924.82,0.4057,0,current,0
APP-000065,CUS-00021,2022-03-07,36743.32,0.2371,1,current,0
APP-000066,CUS-00022,2022-03-08,60140.8,0.2122,1,current,0
APP-000067,CUS-00022,2022-03-09,67194.72,0.0877,3,current,0
APP-000068,CUS-00022,2022-03-10,22123.87,0.4412,2,sent_to_collections,1
APP-000069,CUS-00023,2022-03-11,28068.72,0.3828,1,sent_to_collections,1
APP-000070,CUS-00023,2022-03-12,53696.68,0.4909,0,current,0
APP-000071,CUS-00023,2022-03-13,16373.36,0.4704,3,sent_to_collections,1
APP-000072,CUS-00024,2022-03-14,32583.9,0.3066,4,sent_to_collections,1
APP-000073,CUS-00024,2022-03-15,38415.68,0.4656,0,sent_to_collections,1
APP-000074,CUS-00024,2022-03-16,70661.54,0.4211,2,current,0
APP-000075,CUS-00025,2022-03-17,54733.53,0.3001,1,current,0
APP-000076,CUS-00025,2022-03-18,34639.64,0.4428,1,current,0
APP-000077,CUS-00025,2022-03-19,34000.85,0.1401,1,current,0
APP-000078,CUS-00026,2022-03-20,35861.23,0.3357,4,sent_to_collections,1
APP-000079,CUS-00026,2022-03-21,79665.21,0.4101,3,current,0
APP-000080,CUS-00026,2022-03-22,33103.32,0.4611,1,sent_to_collections,1
APP-000081,CUS-00027,2022-03-23,35008.42,0.5974,0,current,0
APP-000082,CUS-00027,2022-03-24,47035.84,0.2646,1,current,0
APP-000083,CUS-00027,2022-03-25,38011.85,0.6745,1,sent_to_collections,1
APP-000084,CUS-00028,2022-03-26,36725.33,0.3651,3,sent_to_collections,1
APP-000085,CUS-00028,2022-03-27,24310.65,0.4715,1,current,0
APP-000086,CUS-00028,2022-03-28,39927.29,0.2365,0,current,0
APP-000087,CUS-00029,2022-03-29,32872.39,0.2546,2,current,0
APP-000088,CUS-00029,2022-03-30,67829.84,0.2471,2,current,0
APP-000089,CUS-00029,2022-03-31,53846.35,0.2884,1,current,0
APP-000090,CUS-00030,2022-04-01,39701.15,0.2739,2,sent_to_collections,1
APP-000091,CUS-00030,2022-04-02,54218.17,0.3575,2,sent_to_collections,1
APP-000092,CUS-00030,2022-04-03,34442.92,0.4211,0,current,0
APP-000093,CUS-00031,2022-04-04,64437.88,0.077,1,current,0
APP-000094,CUS-00031,2022-04-05,40037.44,0.2618,2,sent_to_collections,1
APP-000095,CUS-00031,2022-04-06,52183.52,0.1951,3,current,0
APP-000096,CUS-00032,2022-04-07,22451.17,0.3283,1,sent_to_collections,1
APP-000097,CUS-00032,2022-04-08,46910.93,0.2794,2,sent_to_collections,1
APP-000098,CUS-00032,2022-04-09,18775.5,0.2993,0,sent_to_collections,1
APP-000099,CUS-00033,2022-04-10,16060.24,0.231,1,current,0
APP-000100,CUS-00033,2022-04-11,34995.87,0.1754,2,sent_to_collections,1
APP-000101,CUS-00033,2022-04-12,26769.88,0.4302,0,sent_to_collections,1
APP-000102,CUS-00034,2022-04-13,43209.85,0.1941,1,current,0
APP-000103,CUS-00034,2022-04-14,110209.73,0.6213,1,current,0
APP-000104,CUS-00034,2022-04-15,27604.24,0.0687,2,current,0
APP-000105,CUS-00035,2022-04-16,30309.77,0.505,1,current,0
APP-000106,CUS-00035,2022-04-17,44021.43,0.2639,4,sent_to_collections,1
APP-000107,CUS-00035,2022-04-18,50103.99,0.3206,0,current,0
APP-000108,CUS-00036,2022-04-19,37072.0,0.2311,2,sent_to_collections,1
APP-000109,CUS-00036,2022-04-20,36582.72,0.5053,0,current,0
APP-000110,CUS-00036,2022-04-21,55056.12,0.302,1,current,0
APP-000111,CUS-00037,2022-04-22,50714.06,0.0436,4,sent_to_collections,1
APP-000112,CUS-00037,2022-04-23,25206.22,0.3787,2,current,0
APP-000113,CUS-00037,2022-04-24,38729.95,0.7973,1,sent_to_collections,1
APP-000114,CUS-00038,2022-04-25,40777.23,0.3719,1,current,0
APP-000115,CUS-00038,2022-04-26,24971.29,0.5282,2,sent_to_collections,1
APP-000116,CUS-00038,2022-04-27,45113.08,0.3485,4,current,0
APP-000117,CUS-00039,2022-04-28,27280.29,0.1171,0,current,0
APP-000118,CUS-00039,2022-04-29,62157.7,0.0984,0,current,0
APP-000119,CUS-00039,2022-04-30,43771.39,0.3802,4,sent_to_collections,1
APP-000120,CUS-00040,2022-05-01,41780.62,0.2759,2,sent_to_collections,1
APP-000121,CUS-00040,2022-05-02,30762.06,0.6369,4,current,0
APP-000122,CUS-00040,2022-05-03,38048.83,0.2038,4,current,0
APP-000123,CUS-00041,2022-05-04,16334.16,0.2039,3,current,0
APP-000124,CUS-00041,2022-05-05,24121.69,0.0437,0,current,0
APP-000125,CUS-00041,2022-05-06,47253.31,0.1695,3,current,0
APP-000126,CUS-00042,2022-05-07,15400.34,0.2314,2,sent_to_collections,1
APP-000127,CUS-00042,2022-05-08,58745.74,0.2708,0,current,0
APP-000128,CUS-00042,2022-05-09,18292.69,0.2698,3,current,0
APP-000129,CUS-00043,2022-05-10,56417.37,0.4115,2,current,0
APP-000130,CUS-00043,2022-05-11,27433.67,0.3112,1,current,0
APP-000131,CUS-00043,2022-05-12,56985.15,0.2882,3,sent_to_collections,1
APP-000132,CUS-00044,2022-05-13,42570.98,0.307,3,current,0
APP-000133,CUS-00044,2022-05-14,20098.98,0.2238,0,current,0
APP-000134,CUS-00044,2022-05-15,70411.86,0.5479,1,current,0
APP-000135,CUS-00045,2022-05-16,76785.28,0.4572,0,current,0
APP-000136,CUS-00045,2022-05-17,38963.78,0.6593,0,current,0
APP-000137,CUS-00045,2022-05-18,35480.47,0.5882,3,sent_to_collections,1
APP-000138,CUS-00046,2022-05-19,37348.94,0.1805,0,current,0
APP-000139,CUS-00046,2022-05-20,25878.85,0.2165,5,current,0
APP-000140,CUS-00046,2022-05-21,65799.27,0.6154,2,current,0
APP-000141,CUS-00047,2022-05-22,31435.67,0.1874,3,current,0
APP-000142,CUS-00047,2022-05-23,39220.87,0.2291,2,current,0
APP-000143,CUS-00047,2022-05-24,28085.72,0.4518,2,current,0
APP-000144,CUS-00048,2022-05-25,30280.74,0.0441,1,current,0
APP-000145,CUS-00048,2022-05-26,22584.6,0.2089,0,sent_to_collections,1
APP-000146,CUS-00048,2022-05-27,70663.27,0.1161,3,current,0
APP-000147,CUS-00049,2022-05-28,37446.2,0.2792,0,current,0
APP-000148,CUS-00049,2022-05-29,61986.06,0.3528,2,current,0
APP-000149,CUS-00049,2022-05-30,40376.21,0.2339,2,current,0
APP-000150,CUS-00050,2022-05-31,29363.81,0.4191,2,current,0
APP-000151,CUS-00050,2022-06-01,34647.87,0.3485,1,current,0
APP-000152,CUS-00050,2022-06-02,31191.35,0.4889,2,sent_to_collections,1
APP-000153,CUS-00051,2022-06-03,40278.84,0.2275,0,current,0
APP-000154,CUS-00051,2022-06-04,33898.63,0.7856,3,current,0
APP-000155,CUS-00051,2022-06-05,35067.68,0.0686,3,current,0
APP-000156,CUS-00052,2022-06-06,21582.57,0.0653,1,current,0
APP-000157,CUS-00052,2022-06-07,27915.0,0.2041,0,current,0
APP-000158,CUS-00052,2022-06-08,84484.71,0.3828,2,current,0
APP-000159,CUS-00053,2022-06-09,29671.58,0.4608,1,current,0
APP-000160,CUS-00053,2022-06-10,24975.68,0.3153,2,current,0
APP-000161,CUS-00053,2022-06-11,46713.89,0.5295,2,current,0
APP-000162,CUS-00054,2022-06-12,75604.61,0.8444,1,sent_to_collections,1
APP-000163,CUS-00054,2022-06-13,20862.09,0.2439,0,current,0
APP-000164,CUS-00054,2022-06-14,36540.09,0.1235,1,current,0
APP-000165,CUS-00055,2022-06-15,30199.37,0.1231,1,current,0
APP-000166,CUS-00055,2022-06-16,18170.26,0.5937,1,sent_to_collections,1
APP-000167,CUS-00055,2022-06-17,55866.32,0.4192,1,current,0
APP-000168,CUS-00056,2022-06-18,39713.65,0.5621,4,current,0
APP-000169,CUS-00056,2022-06-19,41446.09,0.2309,2,current,0
APP-000170,CUS-00056,2022-06-20,28608.52,0.4628,1,current,0
APP-000171,CUS-00057,2022-06-21,49249.42,0.3803,1,current,0
APP-000172,CUS-00057,2022-06-22,31486.56,0.7626,0,current,0
APP-000173,CUS-00057,2022-06-23,37635.14,0.1836,0,current,0
APP-000174,CUS-00058,2022-06-24,24374.25,0.3192,1,current,0
APP-000175,CUS-00058,2022-06-25,23219.64,0.2859,1,current,0
APP-000176,CUS-00058,2022-06-26,73202.83,0.5879,1,sent_to_collections,1
APP-000177,CUS-00059,2022-06-27,31946.02,0.1377,1,sent_to_collections,1
APP-000178,CUS-00059,2022-06-28,45764.14,0.335,3,current,0
APP-000179,CUS-00059,2022-06-29,39529.18,0.8239,1,sent_to_collections,1
APP-000180,CUS-00060,2022-06-30,32908.45,0.3398,0,current,0
APP-000181,CUS-00060,2022-07-01,31933.71,0.0593,1,current,0
APP-000182,CUS-00060,2022-07-02,53291.77,0.2193,2,current,0
APP-000183,CUS-00061,2022-07-03,35036.99,0.3865,0,current,0
APP-000184,CUS-00061,2022-07-04,37490.78,0.5705,1,sent_to_collections,1
APP-000185,CUS-00061,2022-07-05,40538.19,0.4291,1,current,0
APP-000186,CUS-00062,2022-07-06,68147.43,0.1959,1,sent_to_collections,1
APP-000187,CUS-00062,2022-07-07,54514.93,0.3147,1,current,0
APP-000188,CUS-00062,2022-07-08,47675.37,0.6261,1,current,0
APP-000189,CUS-00063,2022-07-09,31144.5,0.5259,1,current,0
APP-000190,CUS-00063,2022-07-10,21549.63,0.462,1,sent_to_collections,1
APP-000191,CUS-00063,2022-07-11,61530.51,0.5262,1,sent_to_collections,1
APP-000192,CUS-00064,2022-07-12,62000.72,0.357,1,current,0
APP-000193,CUS-00064,2022-07-13,37672.33,0.0693,1,current,0
APP-000194,CUS-00064,2022-07-14,51218.07,0.0371,1,current,0
APP-000195,CUS-00065,2022-07-15,57048.06,0.09,2,current,0
APP-000196,CUS-00065,2022-07-16,58339.4,0.5093,2,current,0
APP-000197,CUS-00065,2022-07-17,60756.09,0.8156,0,current,0
APP-000198,CUS-00066,2022-07-18,32694.82,0.5797,2,sent_to_collections,1
APP-000199,CUS-00066,2022-07-19,79359.06,0.5792,0,sent_to_collections,1
APP-000200,CUS-00066,2022-07-20,22903.23,0.5613,4,sent_to_collections,1
APP-000201,CUS-00067,2022-07-21,59146.66,0.1903,5,sent_to_collections,1
APP-000202,CUS-00067,2022-07-22,50124.71,0.3958,0,current,0
APP-000203,CUS-00067,2022-07-23,59464.13,0.4497,1,current,0
APP-000204,CUS-00068,2022-07-24,93484.76,0.0696,3,current,0
APP-000205,CUS-00068,2022-07-25,78276.32,0.5388,0,current,0
APP-000206,CUS-00068,2022-07-26,23972.69,0.4985,1,current,0
APP-000207,CUS-00069,2022-07-27,18771.55,0.3564,0,current,0
APP-000208,CUS-00069,2022-07-28,57965.31,0.4606,0,sent_to_collections,1
APP-000209,CUS-00069,2022-07-29,25418.8,0.1891,2,current,0
APP-000210,CUS-00070,2022-07-30,39911.41,0.1543,1,current,0
APP-000211,CUS-00070,2022-07-31,58564.11,0.1538,2,current,0
APP-000212,CUS-00070,2022-08-01,19154.47,0.3121,2,current,0
APP-000213,CUS-00071,2022-08-02,15529.69,0.3851,3,current,0
APP-000214,CUS-00071,2022-08-03,45102.12,0.3528,0,current,0
APP-000215,CUS-00071,2022-08-04,40944.54,0.2084,3,current,0
APP-000216,CUS-00072,2022-08-05,35932.18,0.4457,2,current,0
APP-000217,CUS-00072,2022-08-06,40836.87,0.0395,4,current,0
APP-000218,CUS-00072,2022-08-07,27248.89,0.5725,2,sent_to_collections,1
APP-000219,CUS-00073,2022-08-08,20311.2,0.1904,1,current,0
APP-000220,CUS-00073,2022-08-09,37235.03,0.2185,3,current,0
APP-000221,CUS-00073,2022-08-10,25918.99,0.3979,5,current,0
APP-000222,CUS-00074,2022-08-11,19157.19,0.4284,1,current,0
APP-000223,CUS-00074,2022-08-12,50390.43,0.2067,3,current,0
APP-000224,CUS-00074,2022-08-13,39041.12,0.171,0,current,0
APP-000225,CUS-00075,2022-08-14,48191.5,0.4304,2,current,0
APP-000226,CUS-00075,2022-08-15,25714.68,0.6288,1,current,0
APP-000227,CUS-00075,2022-08-16,29848.01,0.4974,2,current,0
APP-000228,CUS-00076,2022-08-17,25602.13,0.3302,2,current,0
APP-000229,CUS-00076,2022-08-18,26930.4,0.2219,0,current,0
APP-000230,CUS-00076,2022-08-19,43823.85,0.0726,1,current,0
APP-000231,CUS-00077,2022-08-20,28216.48,0.2252,1,current,0
APP-000232,CUS-00077,2022-08-21,47109.49,0.0275,1,sent_to_collections,1
APP-000233,CUS-00077,2022-08-22,46764.99,0.5129,2,current,0
APP-000234,CUS-00078,2022-08-23,99839.83,0.0813,1,current,0
APP-000235,CUS-00078,2022-08-24,21444.96,0.319,1,current,0
APP-000236,CUS-00078,2022-08-25,59847.57,0.3344,1,current,0
APP-000237,CUS-00079,2022-08-26,38550.73,0.3204,2,current,0
APP-000238,CUS-00079,2022-08-27,39882.25,0.4109,1,current,0
APP-000239,CUS-00079,2022-08-28,20901.19,0.3821,1,sent_to_collections,1
APP-000240,CUS-00080,2022-08-29,32627.57,0.1169,2,sent_to_collections,1
APP-000241,CUS-00080,2022-08-30,56074.63,0.3513,3,current,0
APP-000242,CUS-00080,2022-08-31,38672.53,0.4162,1,sent_to_collections,1
APP-000243,CUS-00081,2022-09-01,41625.76,0.2004,2,current,0
APP-000244,CUS-00081,2022-09-02,35213.24,0.4607,4,sent_to_collections,1
APP-000245,CUS-00081,2022-09-03,67477.97,0.4202,2,current,0
APP-000246,CUS-00082,2022-09-04,39748.9,0.2332,2,current,0
APP-000247,CUS-00082,2022-09-05,14910.38,0.2376,0,current,0
APP-000248,CUS-00082,2022-09-06,29394.63,0.6638,1,current,0
APP-000249,CUS-00083,2022-09-07,16548.35,0.5374,1,sent_to_collections,1
APP-000250,CUS-00083,2022-09-08,9291.48,0.4941,3,sent_to_collections,1
APP-000251,CUS-00083,2022-09-09,31616.93,0.0835,0,current,0
APP-000252,CUS-00084,2022-09-10,73137.9,0.2947,3,current,0
APP-000253,CUS-00084,2022-09-11,40994.94,0.7292,2,sent_to_collections,1
APP-000254,CUS-00084,2022-09-12,23679.25,0.2591,0,sent_to_collections,1
APP-000255,CUS-00085,2022-09-13,26283.2,0.3724,1,current,0
APP-000256,CUS-00085,2022-09-14,66754.43,0.1142,1,current,0
APP-000257,CUS-00085,2022-09-15,43085.08,0.3373,1,sent_to_collections,1
APP-000258,CUS-00086,2022-09-16,41011.17,0.4985,1,sent_to_collections,1
APP-000259,CUS-00086,2022-09-17,39180.8,0.4902,2,sent_to_collections,1
APP-000260,CUS-00086,2022-09-18,40834.4,0.0892,3,current,0
APP-000261,CUS-00087,2022-09-19,57666.55,0.2684,0,current,0
APP-000262,CUS-00087,2022-09-20,51464.9,0.3432,0,current,0
APP-000263,CUS-00087,2022-09-21,44225.96,0.5961,3,sent_to_collections,1
APP-000264,CUS-00088,2022-09-22,25102.16,0.6644,0,sent_to_collections,1
APP-000265,CUS-00088,2022-09-23,50513.65,0.3023,1,current,0
APP-000266,CUS-00088,2022-09-24,29498.33,0.5348,2,current,0
APP-000267,CUS-00089,2022-09-25,65659.04,0.4367,2,current,0
APP-000268,CUS-00089,2022-09-26,22652.54,0.4732,1,sent_to_collections,1
APP-000269,CUS-00089,2022-09-27,37724.71,0.3783,2,sent_to_collections,1
APP-000270,CUS-00090,2022-09-28,40002.16,0.1091,0,current,0
APP-000271,CUS-00090,2022-09-29,22112.75,0.5784,0,sent_to_collections,1
APP-000272,CUS-00090,2022-09-30,87106.54,0.151,2,current,0
APP-000273,CUS-00091,2022-10-01,77434.14,0.1312,2,current,0
APP-000274,CUS-00091,2022-10-02,32577.83,0.5391,1,current,0
APP-000275,CUS-00091,2022-10-03,56799.03,0.2792,1,current,0
APP-000276,CUS-00092,2022-10-04,47591.25,0.1409,1,current,0
APP-000277,CUS-00092,2022-10-05,12380.75,0.361,2,current,0
APP-000278,CUS-00092,2022-10-06,44921.83,0.3029,1,current,0
APP-000279,CUS-00093,2022-10-07,39042.07,0.1394,1,current,0
APP-000280,CUS-00093,2022-10-08,41666.3,0.4073,1,sent_to_collections,1
APP-000281,CUS-00093,2022-10-09,24720.95,0.4197,5,sent_to_collections,1
APP-000282,CUS-00094,2022-10-10,35553.5,0.0516,2,current,0
APP-000283,CUS-00094,2022-10-11,37041.11,0.0879,2,current,0
APP-000284,CUS-00094,2022-10-12,68503.66,0.0808,4,sent_to_collections,1
APP-000285,CUS-00095,2022-10-13,46652.98,0.342,0,current,0
APP-000286,CUS-00095,2022-10-14,40034.64,0.8101,0,sent_to_collections,1
APP-000287,CUS-00095,2022-10-15,79860.49,0.3758,2,current,0
APP-000288,CUS-00096,2022-10-16,31261.37,0.5124,0,sent_to_collections,1
APP-000289,CUS-00096,2022-10-17,33683.26,0.2226,2,current,0
APP-000290,CUS-00096,2022-10-18,17720.2,0.4049,3,current,0
APP-000291,CUS-00097,2022-10-19,81315.96,0.4636,1,sent_to_collections,1
APP-000292,CUS-00097,2022-10-20,61941.74,0.6522,1,sent_to_collections,1
APP-000293,CUS-00097,2022-10-21,60632.21,0.207,1,current,0
APP-000294,CUS-00098,2022-10-22,54230.8,0.401,1,current,0
APP-000295,CUS-00098,2022-10-23,42174.32,0.4857,2,current,0
APP-000296,CUS-00098,2022-10-24,44221.66,0.7946,1,sent_to_collections,1
APP-000297,CUS-00099,2022-10-25,35832.01,0.3961,0,sent_to_collections,1
APP-000298,CUS-00099,2022-10-26,36621.1,0.1351,1,current,0
APP-000299,CUS-00099,2022-10-27,41127.68,0.6098,0,sent_to_collections,1
APP-000300,CUS-00100,2022-10-28,79246.88,0.1728,2,current,0
APP-000301,CUS-00100,2022-10-29,51537.22,0.239,2,current,0
APP-000302,CUS-00100,2022-10-30,39092.77,0.3657,1,sent_to_collections,1
APP-000303,CUS-00101,2022-10-31,30923.56,0.2472,2,current,0
APP-000304,CUS-00101,2022-11-01,30159.36,0.749,0,current,0
APP-000305,CUS-00101,2022-11-02,82554.77,0.6097,3,current,0
APP-000306,CUS-00102,2022-11-03,50413.25,0.2793,2,sent_to_collections,1
APP-000307,CUS-00102,2022-11-04,41373.58,0.2966,1,current,0
APP-000308,CUS-00102,2022-11-05,34345.22,0.1614,2,current,0
APP-000309,CUS-00103,2022-11-06,24365.56,0.1116,1,sent_to_collections,1
APP-000310,CUS-00103,2022-11-07,38945.26,0.2452,1,current,0
APP-000311,CUS-00103,2022-11-08,59465.17,0.1993,1,sent_to_collections,1
APP-000312,CUS-00104,2022-11-09,33636.2,0.3739,0,sent_to_collections,1
APP-000313,CUS-00104,2022-11-10,36233.55,0.4031,2,sent_to_collections,1
APP-000314,CUS-00104,2022-11-11,36334.92,0.4417,1,current,0
APP-000315,CUS-00105,2022-11-12,42163.81,0.3304,1,current,0
APP-000316,CUS-00105,2022-11-13,19597.26,0.7837,2,sent_to_collections,1
APP-000317,CUS-00105,2022-11-14,36100.82,0.2645,1,current,0
APP-000318,CUS-00106,2022-11-15,27324.04,0.1362,0,current,0
APP-000319,CUS-00106,2022-11-16,59758.29,0.1998,1,current,0
APP-000320,CUS-00106,2022-11-17,28374.06,0.7042,0,sent_to_collections,1
APP-000321,CUS-00107,2022-11-18,52034.96,0.6206,2,current,0
APP-000322,CUS-00107,2022-11-19,79697.77,0.2414,2,current,0
APP-000323,CUS-00107,2022-11-20,34852.55,0.475,2,sent_to_collections,1
APP-000324,CUS-00108,2022-11-21,30616.39,0.323,1,sent_to_collections,1
APP-000325,CUS-00108,2022-11-22,43745.52,0.4069,1,current,0
APP-000326,CUS-00108,2022-11-23,40098.21,0.3427,1,current,0
APP-000327,CUS-00109,2022-11-24,25664.72,0.5727,1,current,0
APP-000328,CUS-00109,2022-11-25,49385.58,0.6582,2,sent_to_collections,1
APP-000329,CUS-00109,2022-11-26,99407.44,0.3895,1,sent_to_collections,1
APP-000330,CUS-00110,2022-11-27,35733.7,0.3042,1,current,0
APP-000331,CUS-00110,2022-11-28,36633.04,0.2018,0,sent_to_collections,1
APP-000332,CUS-00110,2022-11-29,25078.86,0.3122,1,current,0
APP-000333,CUS-00111,2022-11-30,46332.08,0.4086,0,sent_to_collections,1
APP-000334,CUS-00111,2022-12-01,22899.28,0.1212,0,current,0
APP-000335,CUS-00111,2022-12-02,24388.84,0.2674,2,sent_to_collections,1
APP-000336,CUS-00112,2022-12-03,71385.52,0.2446,3,current,0
APP-000337,CUS-00112,2022-12-04,26703.4,0.3398,1,current,0
APP-000338,CUS-00112,2022-12-05,65291.09,0.4535,4,sent_to_collections,1
APP-000339,CUS-00113,2022-12-06,79694.92,0.6328,0,current,0
APP-000340,CUS-00113,2022-12-07,45102.68,0.7124,2,sent_to_collections,1
APP-000341,CUS-00113,2022-12-08,51483.99,0.2535,0,current,0
APP-000342,CUS-00114,2022-12-09,96617.28,0.2066,0,current,0
APP-000343,CUS-00114,2022-12-10,36734.52,0.4837,1,current,0
APP-000344,CUS-00114,2022-12-11,30734.69,0.1583,2,sent_to_collections,1
APP-000345,CUS-00115,2022-12-12,21830.12,0.2865,1,current,0
APP-000346,CUS-00115,2022-12-13,40895.21,0.5593,1,current,0
APP-000347,CUS-00115,2022-12-14,78089.81,0.1604,1,current,0
APP-000348,CUS-00116,2022-12-15,61809.84,0.0533,0,sent_to_collections,1
APP-000349,CUS-00116,2022-12-16,26266.74,0.1734,1,current,0
APP-000350,CUS-00116,2022-12-17,27311.99,0.2473,1,sent_to_collections,1
APP-000351,CUS-00117,2022-12-18,31988.22,0.0972,3,current,0
APP-000352,CUS-00117,2022-12-19,45776.25,0.3719,2,sent_to_collections,1
APP-000353,CUS-00117,2022-12-20,36592.91,0.1038,0,sent_to_collections,1
APP-000354,CUS-00118,2022-12-21,44201.07,0.0561,1,current,0
APP-000355,CUS-00118,2022-12-22,45868.45,0.4675,0,sent_to_collections,1
APP-000356,CUS-00118,2022-12-23,35085.8,0.5632,3,sent_to_collections,1
APP-000357,CUS-00119,2022-12-24,39415.79,0.7253,1,sent_to_collections,1
APP-000358,CUS-00119,2022-12-25,44044.98,0.1691,0,current,0
APP-000359,CUS-00119,2022-12-26,38646.58,0.2464,2,sent_to_collections,1
APP-000360,CUS-00120,2022-12-27,50341.47,0.4563,1,current,0
APP-000361,CUS-00120,2022-12-28,93143.27,0.1328,0,sent_to_collections,1
APP-000362,CUS-00120,2022-12-29,52385.63,0.4058,2,current,0
APP-000363,CUS-00121,2022-12-30,41155.58,0.4635,2,sent_to_collections,1
APP-000364,CUS-00121,2022-12-31,18793.13,0.103,3,current,0
APP-000365,CUS-00121,2023-01-01,47790.43,0.2668,1,current,0
APP-000366,CUS-00122,2023-01-02,16713.88,0.3482,2,current,0
APP-000367,CUS-00122,2023-01-03,21288.76,0.4802,1,sent_to_collections,1
